codigo;descricao;linha;grupo;subgrupo;unidade;preco;preco_str
12035080;TUBO PAT GALV 2 (60,30) 1,95mm - 6m;Chapas, Tubos e Perfilados;TUBOS PATENTES GALVANIZADOS;TUBOS PATENTES GALV 1,95 MM;un;188.59;188,59
12033810;TUBO PAT GALV 1.1/2 (48,30) 1,95mm - 6m;Chapas, Tubos e Perfilados;TUBOS PATENTES GALVANIZADOS;TUBOS PATENTES GALV 1,95 MM;un;149.68;149,68
12033175;TUBO PAT GALV 1.1/4 (42,20) 1,95mm - 6m;Chapas, Tubos e Perfilados;TUBOS PATENTES GALVANIZADOS;TUBOS PATENTES GALV 1,95 MM;un;130.0;130,00
12032540;TUBO PAT GALV 1 (33,40) 1,95mm - 6m;Chapas, Tubos e Perfilados;TUBOS PATENTES GALVANIZADOS;TUBOS PATENTES GALV 1,95 MM;un;101.52;101,52
12031905;TUBO PAT GALV 3/4 (26,70) 1,95mm - 6m;Chapas, Tubos e Perfilados;TUBOS PATENTES GALVANIZADOS;TUBOS PATENTES GALV 1,95 MM;un;89.48;89,48
12031270;TUBO PAT GALV 1/2 (21,30) 1,95mm - 6m;Chapas, Tubos e Perfilados;TUBOS PATENTES GALVANIZADOS;TUBOS PATENTES GALV 1,95 MM;un;70.0;70,00
12026355;TUBO PAT GALV 2.1/2 (76,20mm) 1,55mm - 6m;Chapas, Tubos e Perfilados;TUBOS PATENTES GALVANIZADOS;TUBOS PATENTES GALV 1,55 MM;un;194.48;194,48
12025080;TUBO PAT GALV 2  (60,30) 1,55mm - 6m;Chapas, Tubos e Perfilados;TUBOS PATENTES GALVANIZADOS;TUBOS PATENTES GALV 1,55 MM;un;153.05;153,05
12023810;TUBO PAT GALV 1.1/2  (48,30) 1,55mm - 6m;Chapas, Tubos e Perfilados;TUBOS PATENTES GALVANIZADOS;TUBOS PATENTES GALV 1,55 MM;un;121.75;121,75
12023175;TUBO PAT GALV 1.1/4 (42,20) 1,55mm - 6m;Chapas, Tubos e Perfilados;TUBOS PATENTES GALVANIZADOS;TUBOS PATENTES GALV 1,55 MM;un;105.48;105,48
12022540;TUBO PAT GALV 1 (33,40) 1,55mm - 6m;Chapas, Tubos e Perfilados;TUBOS PATENTES GALVANIZADOS;TUBOS PATENTES GALV 1,55 MM;un;82.98;82,98
12021905;TUBO PAT GALV 3/4 (26,70) 1,55mm - 6m;Chapas, Tubos e Perfilados;TUBOS PATENTES GALVANIZADOS;TUBOS PATENTES GALV 1,55 MM;un;73.48;73,48
12021270;TUBO PAT GALV 1/2 (21,30) 1,55mm - 6m;Chapas, Tubos e Perfilados;TUBOS PATENTES GALVANIZADOS;TUBOS PATENTES GALV 1,55 MM;un;57.64;57,64
12015080;TUBO PAT GALV 2 (60,30) 1,25MM - 6M;Chapas, Tubos e Perfilados;TUBOS PATENTES GALVANIZADOS;TUBOS PATENTES GALV 1,25 MM;un;124.23;124,23
12013810;TUBO PAT GALV 1.1/2  (48,30) 1,25mm - 6m;Chapas, Tubos e Perfilados;TUBOS PATENTES GALVANIZADOS;TUBOS PATENTES GALV 1,25 MM;un;100.59;100,59
12013175;TUBO PAT GALV 1.1/4 (42,20) 1,25mm - 6m;Chapas, Tubos e Perfilados;TUBOS PATENTES GALVANIZADOS;TUBOS PATENTES GALV 1,25 MM;un;86.09;86,09
12012540;TUBO PAT GALV 1 (33,40) 1,25mm - 6m;Chapas, Tubos e Perfilados;TUBOS PATENTES GALVANIZADOS;TUBOS PATENTES GALV 1,25 MM;un;67.69;67,69
12011905;TUBO PAT GALV 3/4 (26,70) 1,25mm - 6m;Chapas, Tubos e Perfilados;TUBOS PATENTES GALVANIZADOS;TUBOS PATENTES GALV 1,25 MM;un;59.95;59,95
12011270;TUBO PAT GALV 1/2 (21,30) 1,25mm - 6m;Chapas, Tubos e Perfilados;TUBOS PATENTES GALVANIZADOS;TUBOS PATENTES GALV 1,25 MM;un;47.21;47,21
11066350;TUBO PATENTE 2.1/2 (76.20) 2,65mm - 6m;Chapas, Tubos e Perfilados;TUBOS PATENTES;tubos patentes 2,65 mm;un;253.41;253,41
11065080;TUBO PATENTE 2 (60,30) 2,65mm - 6m;Chapas, Tubos e Perfilados;TUBOS PATENTES;tubos patentes 2,65 mm;un;198.63;198,63
11063810;TUBO PATENTE 1.1/2 (48,30) 2,65mm - 6m;Chapas, Tubos e Perfilados;TUBOS PATENTES;tubos patentes 2,65 mm;un;158.84;158,84
11063175;TUBO PATENTE 1.1/4 (42,20) 2,65mm - 6m;Chapas, Tubos e Perfilados;TUBOS PATENTES;tubos patentes 2,65 mm;un;137.65;137,65
11062540;TUBO PATENTE 1 (33,40) PAR 2,65mm - 6m;Chapas, Tubos e Perfilados;TUBOS PATENTES;tubos patentes 2,65 mm;un;106.98;106,98
11047620;TUBO PATENTE 3 (88,90) 2,00mm - 6m;Chapas, Tubos e Perfilados;TUBOS PATENTES;tubos patentes 2,00 mm;un;231.99;231,99
11046350;TUBO PATENTE 2.1/2 (76,20) 2,00mm - 6m;Chapas, Tubos e Perfilados;TUBOS PATENTES;tubos patentes 2,00 mm;un;198.12;198,12
11045080;TUBO PATENTE 2 (60,30) 2,00mm - 6m;Chapas, Tubos e Perfilados;TUBOS PATENTES;tubos patentes 2,00 mm;un;157.17;157,17
11043810;TUBO PATENTE 1.1/2 (48,30) 2,00mm - 6m;Chapas, Tubos e Perfilados;TUBOS PATENTES;tubos patentes 2,00 mm;un;125.59;125,59
11043175;TUBO PATENTE 1.1/4 (42,20) 2,00mm - 6m;Chapas, Tubos e Perfilados;TUBOS PATENTES;tubos patentes 2,00 mm;un;109.32;109,32
11042540;TUBO PATENTE 1 (33,40) 2,00mm - 6m;Chapas, Tubos e Perfilados;TUBOS PATENTES;tubos patentes 2,00 mm;un;83.58;83,58
11041905;TUBO PATENTE 3/4 (26,70) 2,00mm - 6m;Chapas, Tubos e Perfilados;TUBOS PATENTES;tubos patentes 2,00 mm;un;76.47;76,47
11041270;TUBO PATENTE 1/2 (21,30) 2,00mm - 6m;Chapas, Tubos e Perfilados;TUBOS PATENTES;tubos patentes 2,00 mm;un;57.65;57,65
10082040;PERFIL U 4 ENCAIXE 2,00mm (93x30) 6m;Chapas, Tubos e Perfilados;PERFIS DE CHAPA VIRADA;perfis de encaixe;un;132.59;132,59
10082030;PERFIL U 3 ENCAIXE 2,00mm (68x30) 6m;Chapas, Tubos e Perfilados;PERFIS DE CHAPA VIRADA;perfis de encaixe;un;110.49;110,49
10073060;PERFIL U 6 ENRIJ 3,00mm (150x60x20) 6m;Chapas, Tubos e Perfilados;PERFIS DE CHAPA VIRADA;perfis u enrijecidos;un;337.4;337,40
10073050;PERFIL U 5 ENRIJ 3,00mm (127x50x20) 6m;Chapas, Tubos e Perfilados;PERFIS DE CHAPA VIRADA;perfis u enrijecidos;un;284.0;284,00
10073040;PERFIL U 4 ENRIJ 3,00mm (100x40x15) 6m;Chapas, Tubos e Perfilados;PERFIS DE CHAPA VIRADA;perfis u enrijecidos;un;217.61;217,61
10073030;PERFIL U 3 ENRIJ 3,00mm (75x40x15) 6m;Chapas, Tubos e Perfilados;PERFIS DE CHAPA VIRADA;perfis u enrijecidos;un;190.1;190,10
10072660;PERFIL U 6 ENRIJ 2,65mm (150x60x20) 6m;Chapas, Tubos e Perfilados;PERFIS DE CHAPA VIRADA;perfis u enrijecidos;un;303.62;303,62
10072650;PERFIL U 5 ENRIJ 2,65mm (127x50x20) 6m;Chapas, Tubos e Perfilados;PERFIS DE CHAPA VIRADA;perfis u enrijecidos;un;259.9;259,90
10072640;PERFIL U 4 ENRIJ 2,65mm (100x40x15) 6m;Chapas, Tubos e Perfilados;PERFIS DE CHAPA VIRADA;perfis u enrijecidos;un;204.26;204,26
10072630;PERFIL U 3 ENRIJ 2,65mm (75x40x15) 6m;Chapas, Tubos e Perfilados;PERFIS DE CHAPA VIRADA;perfis u enrijecidos;un;170.81;170,81
10072620;PERFIL U 2 ENRIJ 2,65mm (50x25x10) 6m;Chapas, Tubos e Perfilados;PERFIS DE CHAPA VIRADA;perfis u enrijecidos;un;105.24;105,24
10072050;PERFIL U 5 ENRIJ 2,00mm (127x50x20) 6m;Chapas, Tubos e Perfilados;PERFIS DE CHAPA VIRADA;perfis u enrijecidos;un;187.17;187,17
10072040;PERFIL U 4 ENRIJ 2,00mm (100x40x15) 6m;Chapas, Tubos e Perfilados;PERFIS DE CHAPA VIRADA;perfis u enrijecidos;un;155.4;155,40
10072030;PERFIL U 3 ENRIJ 2,00mm (75x40x15) 6m;Chapas, Tubos e Perfilados;PERFIS DE CHAPA VIRADA;perfis u enrijecidos;un;131.34;131,34
10072020;PERFIL U 2 ENRIJ 2,00mm (50x25x10) 6m;Chapas, Tubos e Perfilados;PERFIS DE CHAPA VIRADA;perfis u enrijecidos;un;80.2;80,20
10067560;PERFIL U 6 SIMP 4,75mm (150x50) 6m;Chapas, Tubos e Perfilados;PERFIS DE CHAPA VIRADA;perfis u simples;un;430.88;430,88
10067550;PERFIL U 5 SIMP 4,75mm (127x50) 6m;Chapas, Tubos e Perfilados;PERFIS DE CHAPA VIRADA;perfis u simples;un;384.76;384,76
10067540;PERFIL U 4 SIMP 4,75mm (100x40) 6m;Chapas, Tubos e Perfilados;PERFIS DE CHAPA VIRADA;perfis u simples;un;300.8;300,80
10066730;PERFIL U 3 SIMP 4,75mm (75x40) 6m;Chapas, Tubos e Perfilados;PERFIS DE CHAPA VIRADA;perfis u simples;un;254.27;254,27
10063060;PERFIL U 6 SIMP 3,00mm (150x50) 6m;Chapas, Tubos e Perfilados;PERFIS DE CHAPA VIRADA;perfis u simples;un;280.85;280,85
10063050;PERFIL U 5 SIMP 3,00mm (127x50) 6m;Chapas, Tubos e Perfilados;PERFIS DE CHAPA VIRADA;perfis u simples;un;253.94;253,94
10063040;PERFIL U 4 SIMP 3,00mm (100x40) 6m;Chapas, Tubos e Perfilados;PERFIS DE CHAPA VIRADA;perfis u simples;un;198.22;198,22
10063030;PERFIL U 3 SIMP 3,00mm (75x40) 6m;Chapas, Tubos e Perfilados;PERFIS DE CHAPA VIRADA;perfis u simples;un;169.74;169,74
10062660;PERFIL U 6 SIMP 2,65mm (150x50) 6m;Chapas, Tubos e Perfilados;PERFIS DE CHAPA VIRADA;perfis u simples;un;253.94;253,94
10062650;PERFIL U 5 SIMP 2,65mm (127x50) 6m;Chapas, Tubos e Perfilados;PERFIS DE CHAPA VIRADA;perfis u simples;un;228.85;228,85
10062640;PERFIL U 4 SIMP 2,65mm (100x40) 6m;Chapas, Tubos e Perfilados;PERFIS DE CHAPA VIRADA;perfis u simples;un;179.42;179,42
10062630;PERFIL U 3 SIMP 2,65mm (75x40) 6m;Chapas, Tubos e Perfilados;PERFIS DE CHAPA VIRADA;perfis u simples;un;150.94;150,94
10062620;PERFIL U 2 SIMP 2,65mm (50x25) 6m;Chapas, Tubos e Perfilados;PERFIS DE CHAPA VIRADA;perfis u simples;un;93.56;93,56
10062050;PERFIL U 5 SIMP 2,00mm (127x50) 6m;Chapas, Tubos e Perfilados;PERFIS DE CHAPA VIRADA;perfis u simples;un;173.79;173,79
10062040;PERFIL U 4 SIMP 2,00mm (100x40) 6m;Chapas, Tubos e Perfilados;PERFIS DE CHAPA VIRADA;perfis u simples;un;137.17;137,17
10062030;PERFIL U 3 SIMP 2,00mm (75x40) 6m;Chapas, Tubos e Perfilados;PERFIS DE CHAPA VIRADA;perfis u simples;un;115.58;115,58
10062020;PERFIL U 2 SIMP 2,00mm (50x25) 6m;Chapas, Tubos e Perfilados;PERFIS DE CHAPA VIRADA;perfis u simples;un;71.01;71,01
10031213;FORMA P/ TRELICA (120x125x30x2mm) 6m;Chapas, Tubos e Perfilados;PERFIS DE CHAPA VIRADA;OUTROS PERFIS DOBRADOS;un;199.5;199,50
10025040;PERFIL U STANLEY GAL 40x50x18x8 (1,10mm);Chapas, Tubos e Perfilados;PERFIS DE CHAPA VIRADA;PERFIS STANLEY;un;116.04;116,04
9022999;CHAPA ROLO N 28 (0,43MM) 100 CM;Chapas, Tubos e Perfilados;CHAPAS GALVANIZADAS;CHAPAS EM ROLO;kg;12.43;12,43
9022980;CHAPA ROLO N 28 (0,43MM) 80 CM;Chapas, Tubos e Perfilados;CHAPAS GALVANIZADAS;CHAPAS EM ROLO;kg;12.43;12,43
9022970;CHAPA ROLO N 28 (0,43MM) 70 CM;Chapas, Tubos e Perfilados;CHAPAS GALVANIZADAS;CHAPAS EM ROLO;kg;12.43;12,43
9022960;CHAPA ROLO N 28 (0,43MM) 60 CM;Chapas, Tubos e Perfilados;CHAPAS GALVANIZADAS;CHAPAS EM ROLO;kg;12.43;12,43
9022950;CHAPA ROLO N 28 (0,43MM) 50 CM;Chapas, Tubos e Perfilados;CHAPAS GALVANIZADAS;CHAPAS EM ROLO;kg;12.43;12,43
9022940;CHAPA ROLO N 28 (0,43MM) 40 CM;Chapas, Tubos e Perfilados;CHAPAS GALVANIZADAS;CHAPAS EM ROLO;kg;12.43;12,43
9022930;CHAPA ROLO N 28 (0,43MM) 30 CM;Chapas, Tubos e Perfilados;CHAPAS GALVANIZADAS;CHAPAS EM ROLO;kg;12.43;12,43
9022920;CHAPA ROLO N 28 (0,43MM) 20 CM;Chapas, Tubos e Perfilados;CHAPAS GALVANIZADAS;CHAPAS EM ROLO;kg;12.43;12,43
9022912;CHAPA ROLO N 28 (0,43MM) 120 CM;Chapas, Tubos e Perfilados;CHAPAS GALVANIZADAS;CHAPAS EM ROLO;kg;12.43;12,43
9022799;CHAPA ROLO N 26 (0,50MM) 100 CM;Chapas, Tubos e Perfilados;CHAPAS GALVANIZADAS;CHAPAS EM ROLO;kg;12.43;12,43
9022780;CHAPA ROLO N 26 (0,50MM) 80 CM;Chapas, Tubos e Perfilados;CHAPAS GALVANIZADAS;CHAPAS EM ROLO;kg;12.43;12,43
9022770;CHAPA ROLO N 26 (0,50MM) 70 CM;Chapas, Tubos e Perfilados;CHAPAS GALVANIZADAS;CHAPAS EM ROLO;kg;12.43;12,43
9022760;CHAPA ROLO N 26 (0,50MM) 60 CM;Chapas, Tubos e Perfilados;CHAPAS GALVANIZADAS;CHAPAS EM ROLO;kg;12.43;12,43
9022750;CHAPA ROLO N 26 (0,50MM) 50 CM;Chapas, Tubos e Perfilados;CHAPAS GALVANIZADAS;CHAPAS EM ROLO;kg;12.43;12,43
9022740;CHAPA ROLO N 26 (0,50MM) 40 CM;Chapas, Tubos e Perfilados;CHAPAS GALVANIZADAS;CHAPAS EM ROLO;kg;12.43;12,43
9022730;CHAPA ROLO N 26 (0,50MM) 30 CM;Chapas, Tubos e Perfilados;CHAPAS GALVANIZADAS;CHAPAS EM ROLO;kg;12.43;12,43
9022712;CHAPA ROLO N 26 (0,50MM) 120 CM;Chapas, Tubos e Perfilados;CHAPAS GALVANIZADAS;CHAPAS EM ROLO;kg;12.43;12,43
9012801;CHAPA GALV N 28 (0,43MM) 2 x 1,20;Chapas, Tubos e Perfilados;CHAPAS GALVANIZADAS;CHAPAS RETANGULARES;kg;96.41;96,41
9012800;CHAPA GALV N 28 (0,43mm) 2 X 1;Chapas, Tubos e Perfilados;CHAPAS GALVANIZADAS;CHAPAS RETANGULARES;kg;80.11;80,11
9012601;CHAPA GALV N 26 (0,50mm) 2 X 1,20;Chapas, Tubos e Perfilados;CHAPAS GALVANIZADAS;CHAPAS RETANGULARES;kg;111.78;111,78
9012600;CHAPA GALV N 26 (0,50mm) 2 X 1;Chapas, Tubos e Perfilados;CHAPAS GALVANIZADAS;CHAPAS RETANGULARES;kg;93.15;93,15
9012400;CHAPA GALV N 24 (0,65mm) 2 X 1;Chapas, Tubos e Perfilados;CHAPAS GALVANIZADAS;CHAPAS RETANGULARES;kg;121.68;121,68
9012203;CHAPA GALV N 22 (0,80mm) 3 X 1,20;Chapas, Tubos e Perfilados;CHAPAS GALVANIZADAS;CHAPAS RETANGULARES;kg;262.45;262,45
9012201;CHAPA GALV N 22 (0,80mm) 2 X 1,20;Chapas, Tubos e Perfilados;CHAPAS GALVANIZADAS;CHAPAS RETANGULARES;kg;178.01;178,01
9012200;CHAPA GALV N 22 (0,80mm) 2 X 1;Chapas, Tubos e Perfilados;CHAPAS GALVANIZADAS;CHAPAS RETANGULARES;kg;149.04;149,04
9012003;CHAPA GALV N 20 (0,95mm) 3 X 1,20;Chapas, Tubos e Perfilados;CHAPAS GALVANIZADAS;CHAPAS RETANGULARES;kg;308.1;308,10
9012002;CHAPA GALV N 20 (0,95mm) 2 X 1,20;Chapas, Tubos e Perfilados;CHAPAS GALVANIZADAS;CHAPAS RETANGULARES;kg;215.41;215,41
9012000;CHAPA GALV N 20 (0,95mm) 2 X 1;Chapas, Tubos e Perfilados;CHAPAS GALVANIZADAS;CHAPAS RETANGULARES;kg;176.87;176,87
9011804;CHAPA GALV N 18 (1,25mm) 3 X 1,20;Chapas, Tubos e Perfilados;CHAPAS GALVANIZADAS;CHAPAS RETANGULARES;kg;425.58;425,58
9011802;CHAPA GALV N 18 (1,25mm) 2 X 1,20;Chapas, Tubos e Perfilados;CHAPAS GALVANIZADAS;CHAPAS RETANGULARES;kg;273.86;273,86
9011800;CHAPA GALV N 18 (1,25mm) 2 X 1;Chapas, Tubos e Perfilados;CHAPAS GALVANIZADAS;CHAPAS RETANGULARES;kg;228.22;228,22
9011602;CHAPA GALV N 16 (1,55mm) 3 X 1,20;Chapas, Tubos e Perfilados;CHAPAS GALVANIZADAS;CHAPAS RETANGULARES;kg;515.78;515,78
9011601;CHAPA GALV N 16 (1,55mm) 2 X 1,20;Chapas, Tubos e Perfilados;CHAPAS GALVANIZADAS;CHAPAS RETANGULARES;kg;349.31;349,31
9011600;CHAPA GALV N 16 (1,55mm) 2 X 1;Chapas, Tubos e Perfilados;CHAPAS GALVANIZADAS;CHAPAS RETANGULARES;kg;291.1;291,10
9011402;CHAPA GALV N 14 (1,95mm) 3 X 1,20;Chapas, Tubos e Perfilados;CHAPAS GALVANIZADAS;CHAPAS RETANGULARES;kg;613.4;613,40
9011401;CHAPA GALV N 14 (1,95mm) 2 X 1,20;Chapas, Tubos e Perfilados;CHAPAS GALVANIZADAS;CHAPAS RETANGULARES;kg;417.5;417,50
9011400;CHAPA GALV N 14 (1,95mm) 2 X 1;Chapas, Tubos e Perfilados;CHAPAS GALVANIZADAS;CHAPAS RETANGULARES;kg;334.0;334,00
8036350;CHAPA XADREZ 1/4 (6,30mm) 2 x 1,20;Chapas, Tubos e Perfilados;CHAPAS PRETAS E GROSSAS;CHAPAS XADREZ;kg;1267.2;1,267,20
8034763;CHAPA XADREZ 3/16 (4,75mm) 3 x 1,20;Chapas, Tubos e Perfilados;CHAPAS PRETAS E GROSSAS;CHAPAS XADREZ;kg;1445.57;1,445,57
8034761;CHAPA XADREZ 3/16 (4,75mm) 2 x 1;Chapas, Tubos e Perfilados;CHAPAS PRETAS E GROSSAS;CHAPAS XADREZ;kg;793.84;793,84
8034760;CHAPA XADREZ 3/16 (4,75mm) 2 x 1,20;Chapas, Tubos e Perfilados;CHAPAS PRETAS E GROSSAS;CHAPAS XADREZ;kg;955.55;955,55
8033184;CHAPA XADREZ 1/8 (3,00mm) 3 x 1,20;Chapas, Tubos e Perfilados;CHAPAS PRETAS E GROSSAS;CHAPAS XADREZ;kg;930.47;930,47
8033181;CHAPA XADREZ 1/8 (3,00mm) 2 x 1,20;Chapas, Tubos e Perfilados;CHAPAS PRETAS E GROSSAS;CHAPAS XADREZ;kg;621.98;621,98
8033180;CHAPA XADREZ 1/8 (3,00mm) 2 x 1;Chapas, Tubos e Perfilados;CHAPAS PRETAS E GROSSAS;CHAPAS XADREZ;kg;517.48;517,48
8031203;CHAPA XADREZ N 12 (2,65mm) 3 x 1,20;Chapas, Tubos e Perfilados;CHAPAS PRETAS E GROSSAS;CHAPAS XADREZ;kg;819.51;819,51
8031200;CHAPA XADREZ N 12 (2,65mm) 2 x 1,20;Chapas, Tubos e Perfilados;CHAPAS PRETAS E GROSSAS;CHAPAS XADREZ;kg;547.34;547,34
8021271;CHAPA GROSSA (LQ) 1/2 (12,50mm) 2 x 1,20;Chapas, Tubos e Perfilados;CHAPAS PRETAS E GROSSAS;CHAPAS GROSSAS;kg;2352.34;2,352,34
8021270;CHAPA GROSSA (LQ) 1/2 (12,50mm) 2 x 1;Chapas, Tubos e Perfilados;CHAPAS PRETAS E GROSSAS;CHAPAS GROSSAS;kg;1892.33;1,892,33
8020954;CHAPA GROSSA (LQ) 3/8 (9,50mm) 2 x 1,20;Chapas, Tubos e Perfilados;CHAPAS PRETAS E GROSSAS;CHAPAS GROSSAS;kg;1715.21;1,715,21
8020953;CHAPA GROSSA (LQ) 3/8 (9,50mm) 2 x 1;Chapas, Tubos e Perfilados;CHAPAS PRETAS E GROSSAS;CHAPAS GROSSAS;kg;1463.52;1,463,52
8020795;CHAPA GROSSA (LQ) 5/16 (8,00mm) 2 x 1,20;Chapas, Tubos e Perfilados;CHAPAS PRETAS E GROSSAS;CHAPAS GROSSAS;kg;1444.88;1,444,88
8020794;CHAPA GROSSA (LQ) 5/16 (8,00mm) 2 x 1;Chapas, Tubos e Perfilados;CHAPAS PRETAS E GROSSAS;CHAPAS GROSSAS;kg;1211.83;1,211,83
8020638;CHAPA GROSSA (LQ) 1/4 (6,30MM) 3 X 1,50;Chapas, Tubos e Perfilados;CHAPAS PRETAS E GROSSAS;CHAPAS GROSSAS;kg;2209.27;2,209,27
8020637;CHAPA GROSSA (LQ) 1/4 (6,30mm) 3 x 1,20;Chapas, Tubos e Perfilados;CHAPAS PRETAS E GROSSAS;CHAPAS GROSSAS;kg;1715.21;1,715,21
8020636;CHAPA GROSSA (LQ) 1/4 (6,30mm) 2 x 1,20;Chapas, Tubos e Perfilados;CHAPAS PRETAS E GROSSAS;CHAPAS GROSSAS;kg;1127.94;1,127,94
8020635;CHAPA GROSSA (LQ) 1/4 (6,30mm) 2 x 1;Chapas, Tubos e Perfilados;CHAPAS PRETAS E GROSSAS;CHAPAS GROSSAS;kg;950.82;950,82
8020480;CHAPA GROSSA (LQ) 3/16 (4,75mm) 3 x 1,50;Chapas, Tubos e Perfilados;CHAPAS PRETAS E GROSSAS;CHAPAS GROSSAS;kg;1464.59;1,464,59
8020478;CHAPA GROSSA (LQ) 3/16 (4,75mm) 3 x 1,20;Chapas, Tubos e Perfilados;CHAPAS PRETAS E GROSSAS;CHAPAS GROSSAS;kg;1214.13;1,214,13
8020477;CHAPA GROSSA (LQ) 3/16 (4,75mm) 2 x 1,20;Chapas, Tubos e Perfilados;CHAPAS PRETAS E GROSSAS;CHAPAS GROSSAS;kg;791.73;791,73
8020476;CHAPA GROSSA (LQ) 3/16 (4,75mm) 2 x 1;Chapas, Tubos e Perfilados;CHAPAS PRETAS E GROSSAS;CHAPAS GROSSAS;kg;658.01;658,01
8020320;CHAPA GROSSA (LQ) 1/8 (3,00mm) 3 x 1,20;Chapas, Tubos e Perfilados;CHAPAS PRETAS E GROSSAS;CHAPAS GROSSAS;kg;742.91;742,91
8020319;CHAPA GROSSA (LQ) 1/8 (3,00mm) 2 x 1,20;Chapas, Tubos e Perfilados;CHAPAS PRETAS E GROSSAS;CHAPAS GROSSAS;kg;496.69;496,69
8020318;CHAPA GROSSA (LQ) 1/8 (3,00mm) 2 x 1;Chapas, Tubos e Perfilados;CHAPAS PRETAS E GROSSAS;CHAPAS GROSSAS;kg;419.43;419,43
8012001;CHAPA PRETA (LF) N 20 (0,90mm) 2 x 1,20;Chapas, Tubos e Perfilados;CHAPAS PRETAS E GROSSAS;CHAPAS PRETAS;kg;167.55;167,55
8012000;CHAPA PRETA (LF) N 20 (0,90mm) 2 x 1;Chapas, Tubos e Perfilados;CHAPAS PRETAS E GROSSAS;CHAPAS PRETAS;kg;134.97;134,97
8011803;CHAPA PRETA (LF) N 18 (1,20MM) 3 X 1;Chapas, Tubos e Perfilados;CHAPAS PRETAS E GROSSAS;CHAPAS PRETAS;kg;278.04;278,04
8011802;CHAPA PRETA (LF) N 18 (1,20mm) 3 x 1,20;Chapas, Tubos e Perfilados;CHAPAS PRETAS E GROSSAS;CHAPAS PRETAS;kg;323.0;323,00
8011801;CHAPA PRETA (LF) N 18 (1,20mm) 2 x 1,20;Chapas, Tubos e Perfilados;CHAPAS PRETAS E GROSSAS;CHAPAS PRETAS;kg;214.1;214,10
8011800;CHAPA PRETA (LF) N 18 (1,20mm) 2 x 1;Chapas, Tubos e Perfilados;CHAPAS PRETAS E GROSSAS;CHAPAS PRETAS;kg;181.52;181,52
8011605;CHAPA PRETA (LQ) N 16 (1,50mm) 3 x 1,20;Chapas, Tubos e Perfilados;CHAPAS PRETAS E GROSSAS;CHAPAS PRETAS;kg;400.88;400,88
8011601;CHAPA PRETA (LQ) N 16 (1,50mm) 2 x 1,20;Chapas, Tubos e Perfilados;CHAPAS PRETAS E GROSSAS;CHAPAS PRETAS;kg;276.47;276,47
8011600;CHAPA PRETA (LQ) N 16 (1,50mm) 2 x 1;Chapas, Tubos e Perfilados;CHAPAS PRETAS E GROSSAS;CHAPAS PRETAS;kg;221.18;221,18
8011402;CHAPA PRETA (LQ) N 14 (2,00mm) 3 x 1,20;Chapas, Tubos e Perfilados;CHAPAS PRETAS E GROSSAS;CHAPAS PRETAS;kg;518.69;518,69
8011401;CHAPA PRETA (LQ) N 14 (2,00mm) 2 x 1,20;Chapas, Tubos e Perfilados;CHAPAS PRETAS E GROSSAS;CHAPAS PRETAS;kg;342.86;342,86
8011400;CHAPA PRETA (LQ) N 14 (2,00mm) 2 x 1;Chapas, Tubos e Perfilados;CHAPAS PRETAS E GROSSAS;CHAPAS PRETAS;kg;281.32;281,32
8011202;CHAPA PRETA (LQ) N 12 (2,65mm) 3 x 1,20;Chapas, Tubos e Perfilados;CHAPAS PRETAS E GROSSAS;CHAPAS PRETAS;kg;659.5;659,50
8011201;CHAPA PRETA (LQ) N 12 (2,65mm) 2 x 1,20;Chapas, Tubos e Perfilados;CHAPAS PRETAS E GROSSAS;CHAPAS PRETAS;kg;441.09;441,09
7033625;PERFIL ESTR. W 360 X 101 (357X255X10,5MM) 12M;Barras, Vigas e Perfis;VIGAS;perfis w;kg;14498.67;14,498,67
7033132;PERFIL ESTR. W 310 x 32,7 (313x102x6,6mm);Barras, Vigas e Perfis;VIGAS;perfis w;kg;2356.63;2,356,63
7033123;PERFIL ESTR. W 310 x 23,8 (305x101x5,6mm);Barras, Vigas e Perfis;VIGAS;perfis w;kg;1734.58;1,734,58
7032538;PERFIL ESTR. W 250 X 38,5 (262X147X6,6MM);Barras, Vigas e Perfis;VIGAS;perfis w;kg;2799.25;2,799,25
7032533;PERFIL ESTR. W 250 X 32,7 (258X146X6,1MM) 12M;Barras, Vigas e Perfis;VIGAS;perfis w;kg;4713.26;4,713,26
7032532;PERFIL ESTR. W 250 x 32,7 (258x146x6,1mm);Barras, Vigas e Perfis;VIGAS;perfis w;kg;2356.63;2,356,63
7032525;PERFIL ESTR. W 250 x 25,3 (257x102x6,1mm);Barras, Vigas e Perfis;VIGAS;perfis w;kg;1818.32;1,818,32
7032026;PERFIL ESTR. W 200 x 26,6 (207x133x5,8mm);Barras, Vigas e Perfis;VIGAS;perfis w;kg;1914.02;1,914,02
7032022;PERFIL ESTR. W 200 x 22,5 (206x102x6,2mm);Barras, Vigas e Perfis;VIGAS;perfis w;kg;1638.88;1,638,88
7032015;PERFIL ESTR. W 200 x 15,0 (200x100x4,3mm);Barras, Vigas e Perfis;VIGAS;perfis w;kg;1118.8;1,118,80
7031518;PERFIL ESTR. W 150 x 18,0 (153x102x5,8mm);Barras, Vigas e Perfis;VIGAS;perfis w;kg;1340.1;1,340,10
