codigo;descricao;linha;grupo;subgrupo;unidade;preco;preco_str
18011102;GONZO C/ ABA 5/8 - PRETO;Acessórios de Serralheria;GONZOS E DOBRADIÇAS;GONZOS;un;4.98;4,98
18011101;GONZO C/ ABA 1/2 - PRETO;Acessórios de Serralheria;GONZOS E DOBRADIÇAS;GONZOS;un;3.22;3,22
18010105;GONZO 1 COM FURO;Acessórios de Serralheria;GONZOS E DOBRADIÇAS;GONZOS;un;21.36;21,36
18010104;GONZO 7/8 COM FURO;Acessórios de Serralheria;GONZOS E DOBRADIÇAS;GONZOS;un;10.33;10,33
18010103;GONZO 3/4 COM FURO;Acessórios de Serralheria;GONZOS E DOBRADIÇAS;GONZOS;un;6.63;6,63
18010102;GONZO 5/8 COM FURO;Acessórios de Serralheria;GONZOS E DOBRADIÇAS;GONZOS;un;4.14;4,14
18010101;GONZO 1/2 COM FURO;Acessórios de Serralheria;GONZOS E DOBRADIÇAS;GONZOS;un;2.19;2,19
18010006;GONZO 1.1/4 SEM FURO;Acessórios de Serralheria;GONZOS E DOBRADIÇAS;GONZOS;un;44.31;44,31
18010000;GONZO 3/8 SEM FURO;Acessórios de Serralheria;GONZOS E DOBRADIÇAS;GONZOS;un;1.19;1,19
17750012;BUCHA PLASTICA FIX N 12;Acessórios de Serralheria;parafusos e porcas 2;bucha e calco plast;CT;39.48;39,48
17750008;BUCHA PLASTICA FIX N 08;Acessórios de Serralheria;parafusos e porcas 2;bucha e calco plast;CT;11.63;11,63
17750006;BUCHA PLASTICA FIX N 06;Acessórios de Serralheria;parafusos e porcas 2;bucha e calco plast;CT;6.97;6,97
17462210;BARRA ROSQ AC UNC 7/8x1000 RI ZB;Acessórios de Serralheria;parafusos e porcas 2;barra rosq ac unc 3/16x1000 ri zb;un;63.47;63,47
17462010;BARRA ROSQ AC UNC 3/4x1000 RI ZB;Acessórios de Serralheria;parafusos e porcas 2;barra rosq ac unc 3/16x1000 ri zb;un;51.41;51,41
17461610;BARRA ROSQ AC UNC 5/8x1000 RI ZB;Acessórios de Serralheria;parafusos e porcas 2;barra rosq ac unc 3/16x1000 ri zb;un;34.77;34,77
17352540;ARRUELA LISA 1 ZB;Acessórios de Serralheria;parafusos e porcas 2;arruela lisa;un;0.8;0,80
17350635;ARRUELA LISA 1/4 ZB;Acessórios de Serralheria;parafusos e porcas 2;arruela lisa;un;0.19;0,19
17002233;PORCA SX UNC 7/8 CHV 1.5/16 ZB;Acessórios de Serralheria;parafusos e porcas 2;porca sx unc;un;2.94;2,94
17000611;PORCA SX UNC 1/4 CHV 7/16 ZB;Acessórios de Serralheria;parafusos e porcas 2;porca sx unc;un;0.1;0,10
15040616;REBITE REPUXO ALUM 6,2 x 16 POL;Construção Civil;PREGOS E PERFURANTES;rebites de aluminio;CT;16.2;16,20
15040612;REBITE REPUXO ALUM 6,2 x 12 POL;Construção Civil;PREGOS E PERFURANTES;rebites de aluminio;CT;24.75;24,75
15040525;REBITE REPUXO ALUM 4,8 x 25 POL;Construção Civil;PREGOS E PERFURANTES;rebites de aluminio;CT;17.33;17,33
15040425;REBITE REPUXO ALUM 4,0 x 25 POL;Construção Civil;PREGOS E PERFURANTES;rebites de aluminio;CT;19.32;19,32
15040325;REBITE REPUXO ALUM 3,2 x 25 POL;Construção Civil;PREGOS E PERFURANTES;rebites de aluminio;CT;13.26;13,26
15040322;REBITE REPUXO ALUM 3,2 x 22 POL;Construção Civil;PREGOS E PERFURANTES;rebites de aluminio;CT;9.12;9,12
15030306;REBITE MACICO CAB. CHATA 1/8 x 1/4;Construção Civil;PREGOS E PERFURANTES;REBITES MACIÇOS;kg;52.68;52,68
15015127;PREGO C/ CAB 5 x 5 (127,00x5,59mm);Construção Civil;PREGOS E PERFURANTES;PREGOS;kg;15.25;15,25
15011538;PREGO S/ CAB 1.1/2 x 15 (38,10x1,83mm);Construção Civil;PREGOS E PERFURANTES;PREGOS;kg;19.06;19,06
15011431;PREGO C/ CAB 1.1/4 x 14 (31,75x2,11mm);Construção Civil;PREGOS E PERFURANTES;PREGOS;kg;18.3;18,30
15011399;PREGO TELHEIRO GALV 2.1/2 x 10 (63,50x3,40mm);Construção Civil;PREGOS E PERFURANTES;PREGOS;kg;48.81;48,81
15011250;PREGO C/ CAB 2 x 12 (50,80x2,77mm);Construção Civil;PREGOS E PERFURANTES;PREGOS;kg;16.78;16,78
15011063;PREGO C/ CAB 2.1/2 x 10 (63,50x3,40mm);Construção Civil;PREGOS E PERFURANTES;PREGOS;kg;15.25;15,25
14109999;TUBO METALON 100 x 100 (3,00mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;tubos metalons 3.00mm;un;536.21;536,21
14108080;TUBO METALON 80 x 80 (3,00mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;tubos metalons 3.00mm;un;397.16;397,16
14099999;TUBO METALON 100 x 100 (2,65mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;tubos metalons 2.65mm;un;475.32;475,32
14098080;TUBO METALON 80 x 80 (2,65mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;tubos metalons 2.65mm;un;364.54;364,54
14097070;TUBO METALON 70 x 70 (2,65mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;tubos metalons 2.65mm;un;317.43;317,43
14096060;TUBO METALON 60 x 60 (2,65mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;tubos metalons 2.65mm;un;274.86;274,86
14095099;TUBO METALON 50 x 100 (2,65mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;tubos metalons 2.65mm;un;340.94;340,94
14095050;TUBO METALON 50 x 50 (2,65mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;tubos metalons 2.65mm;un;223.13;223,13
14094080;TUBO METALON 40 x 80 (2,65mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;tubos metalons 2.65mm;un;270.23;270,23
14094060;TUBO METALON 40 x 60 (2,65mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;tubos metalons 2.65mm;un;223.13;223,13
14094040;TUBO METALON 40 x 40 (2,65mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;tubos metalons 2.65mm;un;176.02;176,02
14093050;TUBO METALON 30 x 50 (2,65mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;tubos metalons 2.65mm;un;176.02;176,02
14079999;TUBO METALON GALV 100 X 100 (1,55MM) 6M;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;tubo metalon gal. 1.55mm;un;343.76;343,76
14078080;TUBO METALON GALV 80 x 80 (1,55mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;tubo metalon gal. 1.55mm;un;265.88;265,88
14076060;TUBO METALON GALV 60 x 60 (1,55mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;tubo metalon gal. 1.55mm;un;198.07;198,07
14075050;TUBO METALON GALV 50 x 50 (1,55mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;tubo metalon gal. 1.55mm;un;164.17;164,17
14074060;TUBO METALON GALV 40 x 60 (1,55mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;tubo metalon gal. 1.55mm;un;164.17;164,17
14074040;TUBO METALON GALV 40 x 40 (1,55mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;tubo metalon gal. 1.55mm;un;130.27;130,27
14073070;TUBO METALON GALV 30 x 70 (1,55mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;tubo metalon gal. 1.55mm;un;164.17;164,17
14073050;TUBO METALON GALV 30 x 50 (1,55mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;tubo metalon gal. 1.55mm;un;130.27;130,27
14073040;TUBO METALON GALV 30 x 40 (1,55mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;tubo metalon gal. 1.55mm;un;113.43;113,43
14073030;TUBO METALON GALV 30 x 30 (1,55mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;tubo metalon gal. 1.55mm;un;95.34;95,34
14072030;TUBO METALON GALV 20 x 30 (1,55mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;tubo metalon gal. 1.55mm;un;79.53;79,53
14072020;TUBO METALON GALV 20 x 20 (1,55mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;tubo metalon gal. 1.55mm;un;63.77;63,77
14064040;TUBO METALON GALV 40 x 40 (0,95mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;tubos metalons galv. 0,95 mm;un;80.27;80,27
14063050;TUBO METALON GALV 30 x 50 (0,95mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;tubos metalons galv. 0,95 mm;un;80.31;80,31
14063040;TUBO METALON GALV 30 x 40 (0,95mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;tubos metalons galv. 0,95 mm;un;69.91;69,91
14063030;TUBO METALON GALV 30 x 30 (0,95mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;tubos metalons galv. 0,95 mm;un;59.67;59,67
14062525;TUBO METALON GALV 25 x 25 (0,95mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;tubos metalons galv. 0,95 mm;un;49.42;49,42
14062040;TUBO METALON GALV 20 x 40 (0,95mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;tubos metalons galv. 0,95 mm;un;59.67;59,67
14062030;TUBO METALON GALV 20 x 30 (0,95mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;tubos metalons galv. 0,95 mm;un;49.0;49,00
14062020;TUBO METALON GALV 20 x 20 (0,95mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;tubos metalons galv. 0,95 mm;un;39.18;39,18
14061515;TUBO METALON GALV 15 x 15 (0,95mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;tubos metalons galv. 0,95 mm;un;31.09;31,09
14056060;TUBO METALON GALV 60 x 60 (1,25mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS GALV. 1,20 MM;un;160.03;160,03
14055050;TUBO METALON GALV 50 x 50 (1,25mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS GALV. 1,20 MM;un;130.59;130,59
14054080;TUBO METALON GALV 40 x 80 (1,25mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS GALV. 1,20 MM;un;160.03;160,03
14054060;TUBO METALON GALV 40 x 60 (1,25mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS GALV. 1,20 MM;un;130.59;130,59
14054040;TUBO METALON GALV 40 x 40 (1,25mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS GALV. 1,20 MM;un;102.15;102,15
14053070;TUBO METALON GALV 30 x 70 (1,25mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS GALV. 1,20 MM;un;130.59;130,59
14053050;TUBO METALON GALV 30 x 50 (1,25mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS GALV. 1,20 MM;un;103.18;103,18
14053040;TUBO METALON GALV 30 x 40 (1,25mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS GALV. 1,20 MM;un;90.0;90,00
14053030;TUBO METALON GALV 30 x 30 (1,25mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS GALV. 1,20 MM;un;76.95;76,95
14052525;TUBO METALON GALV 25 x 25 (1,25mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS GALV. 1,20 MM;un;62.9;62,90
14052040;TUBO METALON GALV 20 x 40 (1,25mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS GALV. 1,20 MM;un;78.96;78,96
14052030;TUBO METALON GALV 20 x 30 (1,25mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS GALV. 1,20 MM;un;62.9;62,90
14052020;TUBO METALON GALV 20 x 20 (1,25mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS GALV. 1,20 MM;un;49.74;49,74
14051515;TUBO METALON GALV 15 x 15 (1,25mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS GALV. 1,20 MM;un;38.64;38,64
14049999;TUBO METALON 100 x 100 (2,00mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 2,00 MM;un;379.06;379,06
14048080;TUBO METALON 80 x 80 (2,00mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 2,00 MM;un;279.76;279,76
14047070;TUBO METALON 70 x 70 (2,00mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 2,00 MM;un;243.83;243,83
14046060;TUBO METALON 60 x 60 (2,00mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 2,00 MM;un;208.0;208,00
14045099;TUBO METALON 50 X 100 (2,00mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 2,00 MM;un;262.31;262,31
14045050;TUBO METALON 50 x 50 (2,00mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 2,00 MM;un;172.17;172,17
14044099;TUBO METALON 40 X 100 (2,00mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 2,00 MM;un;243.83;243,83
14044080;TUBO METALON 40 x 80 (2,00mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 2,00 MM;un;208.0;208,00
14044060;TUBO METALON 40 x 60 (2,00mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 2,00 MM;un;172.17;172,17
14044040;TUBO METALON 40 x 40 (2,00mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 2,00 MM;un;136.33;136,33
14043070;TUBO METALON 30 x 70 (2,00mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 2,00 MM;un;172.17;172,17
14043050;TUBO METALON 50 x 30 (2,00mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 2,00 MM;un;136.33;136,33
14037070;TUBO METALON 70 x 70 (1,50mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 1,50 MM;un;191.96;191,96
14036060;TUBO METALON 60 x 60 (1,50mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 1,50 MM;un;163.87;163,87
14035050;TUBO METALON 50 x 50 (1,50mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 1,50 MM;un;135.88;135,88
14034080;TUBO METALON 40 x 80 (1,50mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 1,50 MM;un;163.87;163,87
14034060;TUBO METALON 40 x 60 (1,50mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 1,50 MM;un;135.88;135,88
14034040;TUBO METALON 40 x 40 (1,50mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 1,50 MM;un;107.89;107,89
14033070;TUBO METALON 30 X 70 (1,50MM) 6M;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 1,50 MM;un;135.88;135,88
14033050;TUBO METALON 30 x 50 (1,50mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 1,50 MM;un;107.89;107,89
14033040;TUBO METALON 30 x 40 (1,50mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 1,50 MM;un;93.89;93,89
14033030;TUBO METALON 30 x 30 (1,50mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 1,50 MM;un;79.8;79,80
14032030;TUBO METALON 20 x 30 (1,50mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 1,50 MM;un;65.8;65,80
14032020;TUBO METALON 20 x 20 (1,50mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 1,50 MM;un;51.81;51,81
14028080;TUBO METALON 80 x 80 (1,20mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 1,20 MM;un;173.33;173,33
14025050;TUBO METALON 50 x 50 (1,20mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 1,20 MM;un;107.26;107,26
14024080;TUBO METALON 40 x 80 (1,20mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 1,20 MM;un;129.28;129,28
14024060;TUBO METALON 40 x 60 (1,20mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 1,20 MM;un;107.26;107,26
14024040;TUBO METALON 40 x 40 (1,20mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 1,20 MM;un;85.33;85,33
14023070;TUBO METALON 30 x 70 (1,20mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 1,20 MM;un;107.26;107,26
14023050;TUBO METALON 30 x 50 (1,20mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 1,20 MM;un;85.33;85,33
14023040;TUBO METALON 30 x 40 (1,20mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 1,20 MM;un;74.27;74,27
14023030;TUBO METALON 30 x 30 (1,20mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 1,20 MM;un;63.31;63,31
14023016;TUBO OBLONGO 30 x 16 (1,20mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 1,20 MM;un;42.8;42,80
14022525;TUBO METALON 25 x 25 (1,20mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 1,20 MM;un;52.06;52,06
14022050;TUBO METALON 20 x 50 (1,20mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 1,20 MM;un;74.27;74,27
14022040;TUBO METALON 20 x 40 (1,20mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 1,20 MM;un;63.31;63,31
14022030;TUBO METALON 20 x 30 (1,20mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 1,20 MM;un;52.06;52,06
14022020;TUBO METALON 20 x 20 (1,20mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 1,20 MM;un;41.38;41,38
14021616;TUBO METALON 16 x 16 (1,20mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 1,20 MM;un;34.24;34,24
14014040;TUBO METALON 40 x 40 (0,90mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 0,90 MM;un;64.45;64,45
14013050;TUBO METALON 30 x 50 (0,90mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 0,90 MM;un;64.45;64,45
14013040;TUBO METALON 30 x 40 (0,90mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 0,90 MM;un;56.25;56,25
14013030;TUBO METALON 30 x 30 (0,90mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 0,90 MM;un;48.72;48,72
14012525;TUBO METALON 25 x 25 (0,90mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 0,90 MM;un;39.76;39,76
14012040;TUBO METALON 20 x 40 (0,90mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 0,90 MM;un;47.96;47,96
14012030;TUBO METALON 20 x 30 (0,90mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 0,90 MM;un;39.76;39,76
14012020;TUBO METALON 20 x 20 (0,90mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 0,90 MM;un;31.46;31,46
14011616;TUBO METALON 16 x 16 (0,90mm) 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS METALONS;TUBOS METALONS DE 0,90 MM;un;26.43;26,43
13049000;TUBO IND RED 4 (101,60) 2,00mm - 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS REDONDOS;TUBOS REDONDOS DE 2,00 MM;un;290.27;290,27
13047620;TUBO IND RED 3 (76,20) 2,00mm - 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS REDONDOS;TUBOS REDONDOS DE 2,00 MM;un;216.23;216,23
13045080;TUBO IND RED 2 (50,80) 2,00mm - 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS REDONDOS;TUBOS REDONDOS DE 2,00 MM;un;142.19;142,19
13043810;TUBO IND RED 1.1/2 (38,10) 2,00mm - 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS REDONDOS;TUBOS REDONDOS DE 2,00 MM;un;105.12;105,12
13043175;TUBO IND RED 1.1/4 (31,75) 2,00mm - 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS REDONDOS;TUBOS REDONDOS DE 2,00 MM;un;86.69;86,69
13042540;TUBO IND RED 1 (25,40) 2,00MM - 6M;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS REDONDOS;TUBOS REDONDOS DE 2,00 MM;un;69.5;69,50
13035080;TUBO IND RED 2 (50,80) 1,50mm - 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS REDONDOS;TUBOS REDONDOS DE 1,50 MM;un;108.47;108,47
13033810;TUBO IND RED 1.1/2 (38,10) 1,50mm - 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS REDONDOS;TUBOS REDONDOS DE 1,50 MM;un;80.48;80,48
13025080;TUBO IND RED 2 (50,80) 1,20mm - 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS REDONDOS;TUBOS REDONDOS DE 1,20 MM;un;85.71;85,71
13023810;TUBO IND RED 1.1/2 (38,10) 1,20mm - 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS REDONDOS;TUBOS REDONDOS DE 1,20 MM;un;63.69;63,69
13023175;TUBO IND RED 1.1/4 (31,75) 1,20mm - 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS REDONDOS;TUBOS REDONDOS DE 1,20 MM;un;52.72;52,72
13022540;TUBO IND RED 1 (25,40) 1,20mm - 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS REDONDOS;TUBOS REDONDOS DE 1,20 MM;un;41.85;41,85
13022222;TUBO IND RED 7/8 (22,23) 1,20mm - 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS REDONDOS;TUBOS REDONDOS DE 1,20 MM;un;36.23;36,23
13021905;TUBO IND RED 3/4 (19,05) 1,20mm - 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS REDONDOS;TUBOS REDONDOS DE 1,20 MM;un;30.79;30,79
13021588;TUBO IND RED 5/8 (15,90) 1,20 MM - 6M;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS REDONDOS;TUBOS REDONDOS DE 1,20 MM;un;27.9;27,90
13012222;TUBO IND RED 7/8 (22,23) 0,90mm - 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS REDONDOS;TUBOS REDONDOS DE 0,90 MM;un;27.65;27,65
13011905;TUBO IND RED 3/4 (19,05) 0,90mm - 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS REDONDOS;TUBOS REDONDOS DE 0,90 MM;un;23.55;23,55
13011588;TUBO IND RED 5/8 (15,90) 0,90mm - 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS REDONDOS;TUBOS REDONDOS DE 0,90 MM;un;21.39;21,39
13003175;TUBO IND RED 1.1/4 (31,75) 0,75mm - 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS REDONDOS;tubos redondos de 0,75 mm;un;32.98;32,98
13001905;TUBO IND RED 3/4 (19,05) 0,75mm - 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS REDONDOS;tubos redondos de 0,75 mm;un;19.73;19,73
13001588;TUBO IND RED 5/8 (15,90) 0,75mm - 6m;Chapas, Tubos e Perfilados;TUBOS INDUSTRIAIS REDONDOS;tubos redondos de 0,75 mm;un;17.67;17,67
12207633;TUBO COND 5580 GALV 2.1/2 (76,10) 3,35mm C/R LEVE;Chapas, Tubos e Perfilados;TUBOS PATENTES GALVANIZADOS;TUBOS NBR 5580 CLASSE LEVE;un;559.9;559,90
12204830;TUBO COND 5580 GALV 1.1/2 (48,30) 3,00mm C/R LEVE;Chapas, Tubos e Perfilados;TUBOS PATENTES GALVANIZADOS;TUBOS NBR 5580 CLASSE LEVE;un;317.03;317,03
12202122;TUBO COND 5580 GALV 1/2 (21,30) 2,25mm C/R LEVE;Chapas, Tubos e Perfilados;TUBOS PATENTES GALVANIZADOS;TUBOS NBR 5580 CLASSE LEVE;un;106.81;106,81
12037620;TUBO PAT GALV 3 (88,90) 1,95mm - 6m;Chapas, Tubos e Perfilados;TUBOS PATENTES GALVANIZADOS;TUBOS PATENTES GALV 1,95 MM;un;286.24;286,24
12036355;TUBO PAT GALV 2.1/2 (76,20) 1,95mm - 6m;Chapas, Tubos e Perfilados;TUBOS PATENTES GALVANIZADOS;TUBOS PATENTES GALV 1,95 MM;un;239.78;239,78
